;movie_code;duration;facenumber_in_poster;country;budget;gross;num_voted_users;num_user_for_reviews;num_critic_for_reviews;movie_facebook_likes;director_facebook_likes;actor_1_facebook_likes;actor_2_facebook_likes;actor_3_facebook_likes;cast_total_facebook_likes;imdb_score;imdb_score_class
2575;2576;112.0;0.0;USA;15000000.0;4734235.0;8217;123.0;65.0;573;28.0;555.0;403.0;215.0;1227;6.0;Fair
3020;3021;100.0;2.0;UK;11500000.0;;3737;27.0;35.0;443;2.0;680.0;544.0;388.0;1780;6.0;Fair
1518;1519;109.0;0.0;USA;34000000.0;10654581.0;45497;260.0;107.0;1000;7.0;40000.0;9000.0;1000.0;52621;5.3;Fair
442;443;85.0;0.0;USA;80000000.0;145771527.0;117212;367.0;180.0;0;255.0;1000.0;533.0;443.0;3112;7.2;Good
1185;1186;108.0;1.0;USA;40000000.0;163947053.0;227824;273.0;224.0;10000;98.0;16000.0;896.0;723.0;18656;6.7;Good
4679;4680;101.0;0.0;USA;750000.0;77501.0;27260;247.0;292.0;0;243.0;969.0;128.0;74.0;1252;5.5;Fair
464;465;113.0;0.0;USA;80000000.0;91188905.0;58184;805.0;167.0;0;101.0;14000.0;960.0;913.0;17786;4.9;Fair
626;627;116.0;1.0;UK;70000000.0;5851188.0;31124;313.0;159.0;764;105.0;844.0;729.0;246.0;1899;4.2;Fair
1918;1919;124.0;0.0;USA;25000000.0;36447959.0;35833;96.0;151.0;10000;44.0;4000.0;774.0;367.0;6393;7.0;Good
798;799;91.0;0.0;USA;65000000.0;14218868.0;14596;282.0;100.0;589;394.0;889.0;290.0;68.0;1262;4.8;Fair
3649;3650;240.0;1.0;UK;;;10388;50.0;10.0;0;;805.0;432.0;334.0;2563;8.2;Excellent
4469;4470;87.0;1.0;USA;1000000.0;19539.0;4182;53.0;35.0;3000;4.0;2000.0;1000.0;624.0;6227;6.2;Good
1791;1792;103.0;0.0;USA;28000000.0;28751715.0;202967;378.0;350.0;36000;65.0;17000.0;927.0;405.0;19168;6.6;Good
612;613;116.0;2.0;USA;70000000.0;30157016.0;39659;189.0;128.0;792;541.0;12000.0;405.0;384.0;12993;5.6;Fair
2343;2344;106.0;1.0;Spain;;54734.0;20821;62.0;140.0;0;448.0;9000.0;750.0;648.0;10982;5.7;Fair
4776;4777;84.0;2.0;USA;500000.0;;15;1.0;1.0;9;0.0;385.0;169.0;53.0;683;5.2;Fair
3835;3836;89.0;2.0;Canada;5000000.0;;436;8.0;8.0;31;0.0;584.0;580.0;413.0;2668;5.3;Fair
4278;4279;101.0;0.0;USA;2000000.0;2506446.0;8662;172.0;108.0;134;0.0;8000.0;724.0;685.0;11327;4.7;Fair
357;358;94.0;0.0;USA;90000000.0;196573705.0;166791;132.0;188.0;0;107.0;835.0;256.0;117.0;1258;7.0;Good
1547;1548;129.0;0.0;USA;32000000.0;48814909.0;89424;224.0;98.0;0;88.0;22000.0;9000.0;975.0;36069;7.2;Good
3084;3085;144.0;5.0;India;;1165104.0;8598;43.0;10.0;250;0.0;564.0;154.0;119.0;1121;5.3;Fair
4071;4072;100.0;0.0;USA;3000000.0;11694528.0;7721;72.0;114.0;635;1000.0;989.0;744.0;220.0;2165;7.2;Good
3468;3469;121.0;1.0;New Zealand;7000000.0;40158000.0;63931;241.0;83.0;0;319.0;1000.0;18.0;11.0;1051;7.6;Good
3377;3378;91.0;2.0;USA;8000000.0;17843379.0;14904;147.0;59.0;0;13.0;452.0;442.0;292.0;1760;5.7;Fair
2974;2975;107.0;1.0;USA;12000000.0;7918283.0;41574;145.0;288.0;0;27.0;664.0;591.0;360.0;2440;6.6;Good
2748;2749;85.0;0.0;South Africa;20000000.0;;4006;12.0;39.0;0;0.0;14000.0;12000.0;912.0;29488;5.8;Fair
2828;2829;178.0;0.0;Germany;13500000.0;5501940.0;248354;564.0;192.0;14000;101.0;918.0;653.0;471.0;2334;8.3;Excellent
3513;3514;105.0;3.0;USA;7000000.0;2062066.0;11387;147.0;97.0;357;261.0;783.0;658.0;617.0;2684;6.6;Good
1457;1458;112.0;0.0;USA;35000000.0;26494611.0;48621;239.0;95.0;0;37.0;3000.0;874.0;480.0;5709;6.6;Good
4872;4873;81.0;0.0;USA;250000.0;18195.0;336;7.0;8.0;67;0.0;119.0;24.0;5.0;154;6.3;Good
4691;4692;104.0;;USA;1000000.0;;1354;17.0;23.0;523;0.0;601.0;524.0;195.0;1581;6.3;Good
3581;3582;120.0;0.0;UK;6000000.0;137963328.0;291603;505.0;120.0;9000;0.0;40000.0;854.0;576.0;42028;8.1;Excellent
1409;1410;120.0;2.0;USA;35000000.0;134455175.0;97664;232.0;275.0;17000;91.0;4000.0;904.0;680.0;5826;5.7;Fair
3494;3495;79.0;0.0;USA;350000.0;;440;21.0;8.0;44;0.0;246.0;29.0;23.0;345;4.1;Fair
715;716;119.0;1.0;USA;60000000.0;121468960.0;407601;849.0;249.0;0;218.0;13000.0;147.0;73.0;13249;7.9;Good
3420;3421;102.0;0.0;Italy;50000000.0;23106.0;9003;58.0;100.0;532;346.0;947.0;526.0;488.0;2572;6.6;Good
4972;4973;84.0;0.0;USA;60000.0;3216970.0;142619;586.0;138.0;24000;0.0;1000.0;512.0;194.0;2065;7.5;Good
2486;2487;170.0;1.0;USA;17000000.0;72000000.0;66959;258.0;82.0;0;165.0;453.0;272.0;244.0;1164;7.9;Good
1339;1340;96.0;2.0;USA;38000000.0;88915214.0;163665;169.0;174.0;9000;126.0;18000.0;957.0;954.0;22436;6.5;Good
3793;3794;95.0;1.0;USA;3209000.0;;989;23.0;9.0;44;5.0;197.0;116.0;100.0;538;6.2;Good
2938;2939;89.0;0.0;USA;12000000.0;31691811.0;57446;369.0;198.0;0;66.0;137000.0;1000.0;1000.0;140268;6.0;Fair
79;80;124.0;4.0;USA;200000000.0;312057433.0;522371;723.0;453.0;18000;4000.0;21000.0;19000.0;4000.0;48638;7.0;Good
627;628;115.0;1.0;USA;50000000.0;25121291.0;177653;279.0;286.0;34000;101.0;13000.0;1000.0;585.0;15708;6.7;Good
3093;3094;109.0;1.0;France;10000000.0;78845130.0;17596;94.0;165.0;0;65.0;798.0;465.0;393.0;2480;6.1;Good
3423;3424;97.0;2.0;USA;22000000.0;;12078;31.0;30.0;0;17.0;23000.0;10000.0;1000.0;37457;5.9;Fair
5008;5009;65.0;1.0;USA;27000.0;8231.0;803;16.0;8.0;85;0.0;0.0;0.0;;0;6.7;Good
404;405;115.0;1.0;USA;85000000.0;126149655.0;166693;276.0;298.0;19000;79.0;18000.0;16000.0;820.0;36237;6.8;Good
3232;3233;97.0;0.0;USA;10000000.0;;2041;18.0;59.0;0;53.0;962.0;545.0;499.0;3465;6.5;Good
189;190;147.0;1.0;USA;130000000.0;138396624.0;178126;511.0;94.0;0;0.0;10000.0;898.0;877.0;12954;6.6;Good
838;839;84.0;1.0;USA;55000000.0;141600000.0;119675;216.0;92.0;0;12.0;23000.0;2000.0;752.0;26754;6.6;Good
2875;2876;120.0;0.0;France;13000000.0;4857376.0;63084;123.0;165.0;0;107.0;12000.0;530.0;280.0;13208;7.3;Good
4977;4978;82.0;0.0;USA;60000.0;40557.0;1389;22.0;66.0;0;32.0;968.0;407.0;128.0;2046;5.6;Fair
4322;4323;81.0;0.0;UK;2000000.0;;7;;;0;0.0;674.0;27.0;8.0;712;7.4;Good
3464;3465;120.0;2.0;UK;7200000.0;43800000.0;74249;276.0;120.0;0;82.0;244.0;177.0;175.0;1105;6.7;Good
4834;4835;110.0;1.0;France;300000.0;;19386;74.0;96.0;2000;0.0;710.0;257.0;0.0;967;7.7;Good
1681;1682;133.0;0.0;USA;35000000.0;21129348.0;146364;237.0;239.0;27000;549.0;10000.0;796.0;343.0;11799;7.4;Good
4573;4574;92.0;0.0;USA;1000000.0;582024.0;30396;168.0;59.0;0;406.0;406.0;203.0;194.0;904;6.2;Good
2229;2230;109.0;3.0;Hungary;20000000.0;23179303.0;32951;44.0;94.0;6000;15.0;3000.0;775.0;350.0;4257;5.8;Fair
3759;3760;106.0;10.0;USA;5000000.0;;8930;90.0;27.0;672;44.0;559.0;249.0;136.0;1199;6.6;Good
4971;4972;80.0;3.0;USA;70000.0;;496;13.0;16.0;110;3.0;103.0;0.0;0.0;103;8.3;Excellent
4912;4913;86.0;0.0;USA;;15542.0;6689;51.0;38.0;0;123.0;3000.0;985.0;782.0;7144;6.5;Good
3791;3792;89.0;1.0;Canada;;223615.0;127842;200.0;324.0;49000;27.0;948.0;779.0;440.0;2958;7.6;Good
3300;3301;79.0;3.0;USA;8000000.0;4350774.0;10476;52.0;15.0;0;157.0;4000.0;248.0;219.0;4908;6.5;Good
567;568;112.0;0.0;USA;70000000.0;70224196.0;59352;138.0;176.0;0;72.0;11000.0;1000.0;715.0;13827;5.6;Fair
2995;2996;91.0;4.0;USA;12000000.0;1506998.0;8014;50.0;121.0;314;60.0;60.0;46.0;18.0;141;6.3;Good
4029;4030;99.0;2.0;UK;2200000.0;104257.0;19194;160.0;47.0;0;8.0;798.0;472.0;78.0;1430;7.1;Good
2991;2992;172.0;2.0;Italy;9200000.0;2835886.0;55516;124.0;280.0;29000;667.0;211.0;98.0;70.0;456;7.7;Good
522;523;129.0;0.0;USA;73000000.0;229074524.0;278362;552.0;177.0;0;14000.0;610.0;506.0;227.0;1635;6.5;Good
2990;2991;97.0;5.0;USA;12000000.0;3950294.0;56654;124.0;146.0;0;20.0;21000.0;569.0;442.0;22577;7.0;Good
327;328;85.0;0.0;USA;100000000.0;58867694.0;54077;112.0;154.0;0;9.0;12000.0;11000.0;970.0;25590;6.8;Good
2513;2514;154.0;3.0;USA;9000000.0;;4550;50.0;15.0;419;117.0;715.0;490.0;86.0;1567;6.8;Good
1435;1436;147.0;2.0;USA;35000000.0;41954997.0;225122;234.0;117.0;0;179.0;40000.0;14000.0;646.0;56014;7.8;Good
4228;4229;92.0;0.0;USA;2200000.0;21300000.0;22521;342.0;160.0;1000;13.0;42.0;27.0;17.0;170;4.7;Fair
3280;3281;130.0;1.0;UK;9000000.0;63600000.0;82073;275.0;129.0;0;92.0;244.0;189.0;177.0;1164;7.0;Good
1889;1890;105.0;5.0;USA;25000000.0;77264926.0;21176;107.0;139.0;0;99.0;3000.0;448.0;433.0;5740;6.1;Good
3176;3177;74.0;0.0;USA;10000000.0;6491350.0;1231;26.0;33.0;49;0.0;886.0;808.0;719.0;5139;5.8;Fair
3742;3743;135.0;2.0;USA;5000000.0;13269963.0;23202;173.0;68.0;0;407.0;11000.0;189.0;111.0;11400;7.6;Good
4303;4304;60.0;2.0;USA;;;39559;136.0;20.0;3000;;780.0;747.0;543.0;4280;7.9;Good
2202;2203;82.0;7.0;USA;20000000.0;36658108.0;39095;187.0;122.0;16000;82.0;759.0;401.0;354.0;2898;3.5;Bad
383;384;96.0;0.0;USA;90000000.0;143618384.0;165333;186.0;240.0;19000;107.0;11000.0;560.0;350.0;12071;7.0;Good
2637;2638;109.0;2.0;USA;7000000.0;40983001.0;181025;336.0;355.0;38000;453.0;15000.0;10000.0;953.0;27788;7.7;Good
2893;2894;102.0;0.0;France;13000000.0;2035566.0;77305;162.0;242.0;11000;43.0;170.0;157.0;113.0;931;6.6;Good
4908;4909;84.0;0.0;USA;;140016.0;3507;40.0;93.0;443;157.0;962.0;873.0;98.0;2016;6.0;Fair
1220;1221;102.0;1.0;USA;20000000.0;64149837.0;146899;185.0;191.0;0;23.0;2000.0;2000.0;651.0;7009;6.4;Good
4784;4785;86.0;1.0;USA;450000.0;;64;3.0;3.0;31;0.0;873.0;469.0;304.0;2830;6.8;Good
2093;2094;112.0;2.0;USA;22000000.0;36020063.0;62584;375.0;116.0;0;101.0;896.0;561.0;218.0;2019;6.6;Good
2697;2698;91.0;2.0;USA;15000000.0;10443316.0;7159;88.0;42.0;247;23.0;925.0;660.0;629.0;2913;5.0;Fair
3579;3580;123.0;6.0;USA;6000000.0;2122561.0;99033;434.0;93.0;0;0.0;1000.0;898.0;781.0;3254;7.2;Good
1224;1225;106.0;2.0;USA;40000000.0;59068786.0;86902;411.0;131.0;0;212.0;578.0;563.0;389.0;2544;6.4;Good
2683;2684;87.0;1.0;USA;15000000.0;14249005.0;39788;619.0;97.0;0;374.0;826.0;503.0;484.0;2689;4.5;Fair
4575;4576;97.0;0.0;USA;1000000.0;464655.0;1524;29.0;28.0;166;4.0;611.0;394.0;301.0;1692;7.0;Good
2135;2136;106.0;3.0;USA;21000000.0;40219708.0;22649;131.0;85.0;0;48.0;18000.0;558.0;39.0;18630;6.3;Good
4280;4281;22.0;3.0;USA;;;4181;62.0;8.0;558;;459.0;396.0;344.0;1359;8.1;Excellent
4264;4265;101.0;0.0;USA;;6003587.0;41999;226.0;180.0;0;30.0;14000.0;119.0;92.0;14412;7.5;Good
